order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
29901,2403,2021-12-31,272,5,477.99,2389.95,Pending,
29902,9979,2022-11-26,355,1,402.23,402.23,Cancelled,
29903,32,2023-06-05,311,5,282.58,1412.90,Completed,2023-06-08
29904,5742,2021-04-30,175,4,72.42,289.68,Pending,
29905,3475,2023-07-15,3,5,486.86,2434.30,Completed,2023-07-15
29906,8655,2024-03-29,89,2,436.05,872.10,Completed,2024-04-01
29907,7648,2025-05-25,79,4,197.17,788.68,Completed,2025-05-27
29908,6667,2024-06-20,69,3,68.13,204.39,Completed,2024-06-23
29909,9256,2024-08-06,41,4,69.82,279.28,Completed,2024-08-07
29910,3046,2025-05-02,307,1,28.80,28.80,Completed,2025-05-03
29911,4488,2024-08-20,123,4,427.44,1709.76,Completed,2024-08-21
29912,6481,2021-05-19,439,4,51.88,207.52,Cancelled,
29913,7914,2021-07-19,451,2,440.08,880.16,Completed,2021-07-22
29914,908,2023-05-21,91,4,139.87,559.48,Completed,2023-05-23
29915,481,2021-10-19,214,2,189.49,378.98,Completed,2021-10-21
29916,8513,2023-05-28,204,1,413.59,413.59,Pending,
29917,3086,2023-11-22,358,5,19.22,96.10,Cancelled,
29918,6396,2022-12-24,204,5,413.59,2067.95,Completed,2022-12-25
29919,1188,2020-05-30,247,5,155.35,776.75,Completed,2020-05-31
29920,2278,2022-03-11,454,3,127.55,382.65,Completed,2022-03-13
29921,9473,2023-07-15,499,1,215.18,215.18,Completed,2023-07-15
29922,6371,2021-03-08,155,3,253.34,760.02,Pending,
29923,9946,2021-03-06,127,4,272.36,1089.44,Completed,2021-03-09
29924,3725,2024-02-12,435,1,143.17,143.17,Cancelled,
29925,6522,2021-07-23,405,4,82.75,331.00,Pending,
29926,1158,2022-09-22,339,1,399.66,399.66,Pending,
29927,9586,2023-12-23,176,3,20.31,60.93,Pending,
29928,2248,2023-12-21,169,4,230.20,920.80,Cancelled,
29929,6824,2024-04-14,216,2,335.25,670.50,Cancelled,
29930,4312,2020-09-24,270,4,11.83,47.32,Pending,
29931,8154,2025-09-05,89,4,436.05,1744.20,Completed,2025-09-05
29932,3676,2024-07-07,427,1,422.99,422.99,Completed,2024-07-08
29933,2124,2022-02-25,354,2,351.52,703.04,Completed,2022-02-27
29934,4211,2020-05-18,57,4,123.73,494.92,Pending,
29935,1007,2024-08-27,466,5,204.35,1021.75,Completed,2024-08-29
29936,6738,2024-03-14,437,2,277.63,555.26,Completed,2024-03-14
29937,7303,2024-03-11,174,5,34.97,174.85,Pending,
29938,6907,2020-08-23,444,1,485.59,485.59,Completed,2020-08-26
29939,4885,2023-01-24,35,4,42.85,171.40,Pending,
29940,2593,2021-03-29,226,5,489.85,2449.25,Completed,2021-03-29
29941,1147,2024-02-07,19,4,52.96,211.84,Completed,2024-02-10
29942,6406,2025-12-25,253,3,21.67,65.01,Pending,
29943,1284,2025-04-02,184,3,271.40,814.20,Completed,2025-04-02
29944,811,2021-08-18,410,3,449.32,1347.96,Completed,2021-08-20
29945,3037,2022-12-15,78,3,360.93,1082.79,Completed,2022-12-17
29946,2104,2023-07-10,114,1,375.86,375.86,Completed,2023-07-12
29947,2427,2021-05-21,291,3,151.12,453.36,Pending,
29948,7996,2024-07-03,29,1,240.17,240.17,Completed,2024-07-06
29949,7393,2020-12-22,368,1,29.69,29.69,Completed,2020-12-22
29950,6525,2023-05-31,198,5,57.51,287.55,Completed,2023-05-31
29951,8825,2024-01-24,415,5,240.44,1202.20,Completed,2024-01-25
29952,3100,2022-04-04,33,3,276.24,828.72,Completed,2022-04-07
29953,109,2022-04-16,304,2,185.31,370.62,Completed,2022-04-16
29954,1524,2024-08-29,335,3,202.09,606.27,Completed,2024-09-01
29955,5061,2023-07-25,74,1,394.61,394.61,Completed,2023-07-25
29956,6237,2024-07-07,111,2,280.26,560.52,Completed,2024-07-08
29957,6054,2020-02-19,418,2,136.36,272.72,Completed,2020-02-22
29958,6653,2024-05-12,101,5,265.05,1325.25,Completed,2024-05-14
29959,776,2023-10-11,129,3,320.59,961.77,Completed,2023-10-12
29960,9415,2021-09-23,427,1,422.99,422.99,Completed,2021-09-26
29961,25,2022-07-01,56,3,87.31,261.93,Completed,2022-07-04
29962,8482,2020-11-22,465,2,128.28,256.56,Completed,2020-11-24
29963,9041,2020-09-23,430,4,324.68,1298.72,Completed,2020-09-26
29964,679,2023-02-20,194,4,12.10,48.40,Completed,2023-02-23
29965,8176,2021-05-12,135,5,31.64,158.20,Cancelled,
29966,6274,2023-04-13,207,2,188.53,377.06,Pending,
29967,1528,2023-10-16,355,2,402.23,804.46,Completed,2023-10-16
29968,533,2025-03-16,395,5,249.41,1247.05,Completed,2025-03-18
29969,8603,2024-04-30,297,1,242.73,242.73,Completed,2024-05-03
29970,6480,2020-06-06,78,5,360.93,1804.65,Completed,2020-06-09
29971,4154,2022-01-05,163,1,197.17,197.17,Completed,2022-01-08
29972,1075,2024-02-28,38,1,195.01,195.01,Completed,2024-02-28
29973,9904,2025-12-15,283,3,11.53,34.59,Completed,2025-12-16
29974,8391,2021-07-02,393,3,25.71,77.13,Completed,2021-07-03
29975,4808,2022-04-16,407,5,465.31,2326.55,Completed,2022-04-19
29976,2222,2023-05-19,471,1,156.16,156.16,Completed,2023-05-20
29977,4926,2025-07-05,390,5,206.61,1033.05,Cancelled,
29978,2961,2022-02-06,380,3,347.85,1043.55,Completed,2022-02-06
29979,432,2020-08-05,283,5,11.53,57.65,Completed,2020-08-05
29980,3812,2025-06-04,200,4,108.50,434.00,Completed,2025-06-04
29981,4198,2022-07-23,238,5,278.69,1393.45,Completed,2022-07-26
29982,4475,2025-04-20,39,5,308.46,1542.30,Completed,2025-04-22
29983,1694,2022-12-02,306,5,491.04,2455.20,Completed,2022-12-05
29984,5520,2021-06-24,454,3,127.55,382.65,Completed,2021-06-25
29985,9136,2020-05-18,232,1,231.29,231.29,Completed,2020-05-19
29986,9106,2024-10-04,198,1,57.51,57.51,Completed,2024-10-06
29987,4497,2024-08-17,403,3,475.38,1426.14,Completed,2024-08-18
29988,4483,2022-02-03,151,1,234.04,234.04,Completed,2022-02-06
29989,5494,2021-02-15,374,5,283.23,1416.15,Completed,2021-02-16
29990,5168,2022-01-08,78,2,360.93,721.86,Completed,2022-01-09
29991,2152,2020-05-17,453,4,97.03,388.12,Completed,2020-05-18
29992,7206,2023-07-25,145,1,414.82,414.82,Completed,2023-07-26
29993,3975,2023-02-11,253,1,21.67,21.67,Completed,2023-02-13
29994,1827,2023-11-14,121,5,140.87,704.35,Pending,
29995,5382,2023-03-10,426,5,36.72,183.60,Cancelled,
29996,3514,2020-08-10,346,1,32.13,32.13,Completed,2020-08-11
29997,2104,2025-02-08,354,3,351.52,1054.56,Cancelled,
29998,396,2021-05-30,284,2,366.12,732.24,Completed,2021-06-01
29999,1235,2024-11-14,254,1,234.93,234.93,Completed,2024-11-16
30000,9708,2025-12-26,476,3,487.89,1463.67,Cancelled,
30001,4501,2022-03-15,407,5,465.31,2326.55,Completed,2022-03-15
30002,8946,2021-10-13,178,1,278.70,278.70,Completed,2021-10-14
30003,4483,2025-11-30,169,3,230.20,690.60,Completed,2025-12-01
30004,6352,2023-04-17,97,4,148.20,592.80,Completed,2023-04-20
30005,6589,2020-08-27,48,5,259.87,1299.35,Completed,2020-08-30
30006,2906,2020-12-18,102,4,43.45,173.80,Completed,2020-12-21
30007,7250,2020-10-02,172,1,165.58,165.58,Completed,2020-10-04
30008,5067,2023-01-03,328,4,327.95,1311.80,Cancelled,
30009,6102,2024-01-31,375,5,392.27,1961.35,Completed,2024-02-03
30010,3072,2021-12-27,221,1,129.66,129.66,Completed,2021-12-27
30011,8421,2021-07-30,422,5,130.23,651.15,Completed,2021-07-31
30012,3906,2020-01-21,310,2,410.55,821.10,Cancelled,
30013,6072,2021-12-13,140,5,389.93,1949.65,Cancelled,
30014,7205,2022-11-30,59,4,119.76,479.04,Completed,2022-12-03
30015,4305,2024-06-24,313,2,421.98,843.96,Completed,2024-06-26
30016,9631,2021-01-24,207,1,188.53,188.53,Completed,2021-01-25
30017,5119,2025-09-02,164,1,59.64,59.64,Completed,2025-09-03
30018,8531,2021-02-28,316,1,105.61,105.61,Completed,2021-02-28
30019,4791,2022-03-15,168,1,288.43,288.43,Completed,2022-03-18
30020,5826,2023-06-14,480,3,27.08,81.24,Completed,2023-06-16
30021,1065,2021-10-06,380,2,347.85,695.70,Completed,2021-10-07
30022,1810,2022-03-21,469,5,286.74,1433.70,Pending,
30023,7845,2023-03-27,159,4,318.83,1275.32,Pending,
30024,1875,2023-04-06,480,2,27.08,54.16,Completed,2023-04-06
30025,2258,2020-09-26,315,3,225.74,677.22,Completed,2020-09-26
30026,6887,2023-06-24,429,2,126.26,252.52,Completed,2023-06-27
30027,5417,2021-08-29,50,3,144.03,432.09,Pending,
30028,1576,2021-07-02,294,3,286.71,860.13,Completed,2021-07-04
30029,4499,2023-11-06,460,2,400.26,800.52,Pending,
30030,1937,2025-10-08,160,5,209.86,1049.30,Pending,
30031,5730,2022-04-07,244,4,273.99,1095.96,Completed,2022-04-08
30032,4707,2024-01-23,472,3,31.70,95.10,Cancelled,
30033,6039,2025-12-28,406,3,424.92,1274.76,Completed,2025-12-28
30034,1943,2023-03-21,320,2,163.87,327.74,Completed,2023-03-22
30035,6075,2025-02-26,40,2,478.34,956.68,Completed,2025-03-01
30036,3420,2020-02-16,460,2,400.26,800.52,Completed,2020-02-18
30037,7084,2022-10-30,222,4,382.46,1529.84,Completed,2022-10-31
30038,5845,2022-04-06,346,2,32.13,64.26,Cancelled,
30039,4186,2022-11-08,426,4,36.72,146.88,Completed,2022-11-11
30040,65,2025-12-08,55,5,360.74,1803.70,Completed,2025-12-08
30041,9538,2022-02-14,397,3,132.29,396.87,Completed,2022-02-15
30042,2990,2020-07-29,326,5,142.01,710.05,Completed,2020-08-01
30043,7795,2022-04-16,20,1,125.97,125.97,Completed,2022-04-19
30044,9888,2022-10-24,151,2,234.04,468.08,Cancelled,
30045,9928,2022-03-07,368,2,29.69,59.38,Pending,
30046,7690,2022-03-25,331,5,465.56,2327.80,Completed,2022-03-27
30047,7321,2024-04-16,271,4,154.90,619.60,Pending,
30048,2149,2024-09-12,229,3,126.34,379.02,Completed,2024-09-15
30049,9996,2021-08-11,274,5,328.06,1640.30,Completed,2021-08-14
30050,8882,2023-03-29,524,5,47.48,237.40,Completed,2023-04-01
30051,5469,2021-01-15,297,2,242.73,485.46,Completed,2021-01-17
30052,8543,2022-02-14,362,2,304.93,609.86,Completed,2022-02-17
30053,5256,2023-03-31,375,5,392.27,1961.35,Completed,2023-03-31
30054,2132,2024-11-29,290,3,44.40,133.20,Completed,2024-11-30
30055,8235,2023-11-04,236,4,139.92,559.68,Completed,2023-11-05
30056,2453,2021-09-20,157,4,406.73,1626.92,Completed,2021-09-21
30057,3914,2020-03-21,98,1,242.84,242.84,Completed,2020-03-22
30058,4814,2022-05-14,457,3,159.44,478.32,Cancelled,
30059,5178,2022-08-25,452,2,203.87,407.74,Completed,2022-08-26
30060,1584,2020-11-23,116,1,298.11,298.11,Cancelled,
30061,9954,2025-05-26,288,3,87.00,261.00,Completed,2025-05-27
30062,70,2024-02-02,440,5,286.53,1432.65,Completed,2024-02-03
30063,4882,2023-05-19,326,2,142.01,284.02,Cancelled,
30064,4198,2020-09-17,91,2,139.87,279.74,Completed,2020-09-18
30065,9146,2021-05-21,204,5,413.59,2067.95,Completed,2021-05-23
30066,5156,2022-02-14,464,1,291.15,291.15,Completed,2022-02-17
30067,5409,2022-10-21,77,5,219.05,1095.25,Completed,2022-10-23
30068,9127,2024-01-05,252,5,455.81,2279.05,Completed,2024-01-08
30069,7338,2022-11-11,124,4,120.33,481.32,Pending,
30070,1725,2024-10-26,435,1,143.17,143.17,Completed,2024-10-27
30071,4028,2025-06-28,89,4,436.05,1744.20,Completed,2025-06-30
30072,7805,2023-08-03,168,4,288.43,1153.72,Completed,2023-08-06
30073,6057,2022-01-31,352,3,107.08,321.24,Completed,2022-02-03
30074,5410,2023-11-10,203,4,165.63,662.52,Completed,2023-11-13
30075,2711,2025-08-13,449,4,212.44,849.76,Cancelled,
30076,4318,2025-02-21,44,3,84.85,254.55,Completed,2025-02-21
30077,6236,2024-11-12,420,4,407.05,1628.20,Pending,
30078,3980,2020-10-27,383,5,282.60,1413.00,Completed,2020-10-29
30079,8913,2025-07-03,335,2,202.09,404.18,Completed,2025-07-05
30080,5640,2021-05-25,359,4,238.03,952.12,Completed,2021-05-26
30081,7532,2023-11-22,392,5,390.90,1954.50,Cancelled,
30082,2331,2025-07-09,329,2,71.65,143.30,Completed,2025-07-11
30083,7123,2023-09-17,264,1,217.15,217.15,Pending,
30084,1826,2025-09-04,135,2,31.64,63.28,Completed,2025-09-07
30085,7717,2021-01-11,346,2,32.13,64.26,Pending,
30086,791,2022-06-28,304,2,185.31,370.62,Completed,2022-06-29
30087,5037,2020-11-29,83,2,220.66,441.32,Completed,2020-11-30
30088,6256,2020-08-06,162,5,447.44,2237.20,Pending,
30089,2012,2020-07-27,187,3,370.63,1111.89,Cancelled,
30090,8785,2021-05-05,18,1,438.14,438.14,Completed,2021-05-06
30091,5479,2025-05-19,462,2,495.20,990.40,Pending,
30092,3951,2024-05-15,479,3,16.89,50.67,Completed,2024-05-16
30093,5746,2021-09-05,202,4,68.21,272.84,Completed,2021-09-05
30094,1654,2025-11-25,64,4,94.81,379.24,Pending,
30095,86,2021-02-11,330,5,43.65,218.25,Pending,
30096,1656,2024-09-09,132,3,267.28,801.84,Completed,2024-09-09
30097,6306,2020-04-10,218,2,94.83,189.66,Completed,2020-04-13
30098,6134,2024-10-13,145,2,414.82,829.64,Cancelled,
30099,541,2022-05-13,378,1,112.68,112.68,Completed,2022-05-16
30100,961,2022-07-31,85,3,90.25,270.75,Cancelled,
30101,2246,2024-09-28,229,5,126.34,631.70,Completed,2024-09-29
30102,7656,2024-05-19,177,3,338.15,1014.45,Completed,2024-05-19
30103,1078,2025-09-15,362,1,304.93,304.93,Pending,
30104,4337,2023-06-24,120,4,32.44,129.76,Completed,2023-06-26
30105,5141,2020-08-24,136,4,97.10,388.40,Completed,2020-08-27
30106,4265,2022-08-13,50,1,144.03,144.03,Completed,2022-08-15
30107,3023,2021-07-21,208,3,294.68,884.04,Completed,2021-07-21
30108,3100,2023-06-09,241,5,367.70,1838.50,Completed,2023-06-09
30109,9361,2023-09-03,238,5,278.69,1393.45,Completed,2023-09-05
30110,7121,2022-08-17,6,4,209.00,836.00,Completed,2022-08-18
30111,1975,2021-08-30,382,3,172.34,517.02,Cancelled,
30112,2095,2021-03-23,420,1,407.05,407.05,Completed,2021-03-25
30113,5640,2020-04-05,28,2,380.63,761.26,Completed,2020-04-06
30114,4692,2022-08-13,224,3,321.17,963.51,Completed,2022-08-16
30115,580,2022-01-27,218,1,94.83,94.83,Completed,2022-01-29
30116,2074,2021-06-15,165,1,484.87,484.87,Completed,2021-06-17
30117,1876,2023-09-07,329,1,71.65,71.65,Pending,
30118,2133,2021-08-07,246,2,445.30,890.60,Completed,2021-08-07
30119,7652,2021-09-06,309,1,442.58,442.58,Completed,2021-09-08
30120,6641,2024-10-04,288,3,87.00,261.00,Completed,2024-10-05
30121,5887,2025-07-18,92,5,46.54,232.70,Completed,2025-07-19
30122,1700,2021-04-24,208,1,294.68,294.68,Completed,2021-04-24
30123,8748,2024-10-18,371,4,285.07,1140.28,Pending,
30124,7407,2022-12-05,52,2,43.70,87.40,Completed,2022-12-05
30125,8577,2021-05-09,409,4,372.82,1491.28,Completed,2021-05-11
30126,5503,2020-04-19,70,4,263.62,1054.48,Completed,2020-04-20
30127,8485,2022-05-13,372,2,489.62,979.24,Completed,2022-05-14
30128,6611,2023-06-24,489,5,90.37,451.85,Completed,2023-06-26
30129,6146,2025-09-25,181,1,134.17,134.17,Completed,2025-09-25
30130,3024,2021-08-09,152,1,178.63,178.63,Pending,
30131,106,2020-01-31,167,2,126.89,253.78,Completed,2020-01-31
30132,4759,2023-01-01,51,3,103.80,311.40,Cancelled,
30133,672,2025-11-24,74,3,394.61,1183.83,Completed,2025-11-24
30134,6681,2024-01-16,423,1,381.86,381.86,Completed,2024-01-19
30135,6214,2024-02-01,432,1,378.21,378.21,Cancelled,
30136,4042,2022-07-22,246,3,445.30,1335.90,Completed,2022-07-24
30137,3942,2020-01-02,471,4,156.16,624.64,Completed,2020-01-05
30138,4111,2025-04-17,244,5,273.99,1369.95,Completed,2025-04-18
30139,1721,2020-10-18,149,2,264.09,528.18,Completed,2020-10-18
30140,1324,2020-10-17,361,3,66.77,200.31,Completed,2020-10-19
30141,4780,2021-05-19,451,5,440.08,2200.40,Completed,2021-05-19
30142,4423,2025-01-21,411,1,105.10,105.10,Completed,2025-01-21
30143,2474,2020-01-14,65,5,247.12,1235.60,Completed,2020-01-15
30144,886,2025-03-23,9,2,22.69,45.38,Completed,2025-03-25
30145,2282,2023-05-10,232,2,231.29,462.58,Completed,2023-05-10
30146,6340,2025-09-16,379,2,447.60,895.20,Completed,2025-09-19
30147,8495,2025-04-01,58,3,199.46,598.38,Pending,
30148,7597,2021-03-14,433,5,112.18,560.90,Completed,2021-03-14
30149,4471,2024-01-23,73,4,6.46,25.84,Pending,
30150,7352,2020-12-17,289,4,322.69,1290.76,Completed,2020-12-19
30151,1916,2020-08-05,199,3,70.63,211.89,Completed,2020-08-07
30152,7487,2023-08-22,464,4,291.15,1164.60,Completed,2023-08-23
30153,5134,2025-05-03,383,4,282.60,1130.40,Cancelled,
30154,5949,2020-04-10,458,5,221.87,1109.35,Completed,2020-04-11
30155,1038,2022-04-07,67,2,451.51,903.02,Completed,2022-04-07
30156,5454,2020-03-03,128,2,7.10,14.20,Pending,
30157,8108,2024-02-17,230,1,431.66,431.66,Completed,2024-02-20
30158,3944,2021-06-16,325,3,441.11,1323.33,Pending,
30159,5846,2020-04-26,21,5,480.81,2404.05,Completed,2020-04-29
30160,5793,2020-03-25,163,2,197.17,394.34,Completed,2020-03-28
30161,2864,2021-06-01,285,3,269.90,809.70,Completed,2021-06-02
30162,7573,2023-10-10,265,2,255.56,511.12,Completed,2023-10-11
30163,3598,2022-12-28,467,2,439.37,878.74,Pending,
30164,6800,2022-02-25,144,4,290.53,1162.12,Completed,2022-02-28
30165,8904,2021-02-01,451,5,440.08,2200.40,Completed,2021-02-04
30166,5236,2022-02-01,28,4,380.63,1522.52,Completed,2022-02-04
30167,6250,2020-01-31,452,3,203.87,611.61,Pending,
30168,9016,2024-08-25,311,3,282.58,847.74,Completed,2024-08-28
30169,2411,2021-07-17,234,4,452.49,1809.96,Pending,
30170,7589,2024-09-22,427,1,422.99,422.99,Completed,2024-09-23
30171,9187,2022-07-15,6,2,209.00,418.00,Completed,2022-07-16
30172,7420,2023-03-03,164,2,59.64,119.28,Completed,2023-03-04
30173,9817,2023-03-30,269,3,478.56,1435.68,Completed,2023-03-31
30174,7986,2021-12-19,436,1,324.55,324.55,Completed,2021-12-21
30175,6373,2020-10-16,428,3,131.90,395.70,Completed,2020-10-18
30176,6833,2021-06-30,149,1,264.09,264.09,Completed,2021-07-03
30177,7300,2022-10-15,465,5,128.28,641.40,Completed,2022-10-17
30178,7391,2025-06-10,310,4,410.55,1642.20,Completed,2025-06-13
30179,2900,2021-12-02,56,5,87.31,436.55,Completed,2021-12-02
30180,1642,2020-07-16,138,2,124.51,249.02,Completed,2020-07-18
30181,3134,2021-12-04,211,2,428.72,857.44,Completed,2021-12-06
30182,6056,2024-12-07,114,4,375.86,1503.44,Completed,2024-12-10
30183,6554,2023-10-06,270,2,11.83,23.66,Cancelled,
30184,5605,2023-08-27,483,3,455.80,1367.40,Completed,2023-08-28
30185,7526,2023-08-11,350,1,436.78,436.78,Completed,2023-08-13
30186,6217,2024-11-01,20,4,125.97,503.88,Completed,2024-11-04
30187,9032,2020-04-25,214,1,189.49,189.49,Completed,2020-04-26
30188,8794,2025-03-06,292,5,378.50,1892.50,Completed,2025-03-08
30189,805,2021-08-03,273,1,220.64,220.64,Completed,2021-08-03
30190,7386,2022-05-10,154,1,289.37,289.37,Completed,2022-05-13
30191,815,2025-08-08,451,2,440.08,880.16,Pending,
30192,140,2025-08-08,343,2,181.84,363.68,Pending,
30193,1745,2023-03-07,378,3,112.68,338.04,Cancelled,
30194,98,2022-03-25,385,3,439.58,1318.74,Completed,2022-03-25
30195,1496,2022-09-13,15,3,315.16,945.48,Completed,2022-09-16
30196,9424,2023-03-15,42,1,385.73,385.73,Completed,2023-03-15
30197,3540,2021-02-18,98,2,242.84,485.68,Completed,2021-02-19
30198,5662,2022-05-21,447,1,74.52,74.52,Completed,2022-05-22
30199,8639,2021-10-07,494,3,451.01,1353.03,Completed,2021-10-10
30200,2078,2024-11-13,186,2,93.48,186.96,Completed,2024-11-16
30201,4926,2020-06-24,221,5,129.66,648.30,Completed,2020-06-26
30202,3919,2020-01-21,435,1,143.17,143.17,Completed,2020-01-22
30203,6853,2020-04-30,248,4,481.27,1925.08,Pending,
30204,1107,2020-01-29,232,5,231.29,1156.45,Completed,2020-01-29
30205,6087,2025-02-22,390,1,206.61,206.61,Completed,2025-02-23
30206,9863,2022-10-25,83,5,220.66,1103.30,Pending,
30207,5759,2020-03-19,209,5,384.25,1921.25,Completed,2020-03-19
30208,9512,2023-04-08,66,2,152.37,304.74,Completed,2023-04-08
30209,372,2024-07-21,186,3,93.48,280.44,Completed,2024-07-22
30210,1482,2022-07-05,106,1,172.61,172.61,Completed,2022-07-06
30211,39,2021-05-10,370,1,342.10,342.10,Completed,2021-05-10
30212,9560,2025-09-17,225,3,303.54,910.62,Completed,2025-09-17
30213,7382,2020-01-15,359,5,238.03,1190.15,Completed,2020-01-18
30214,784,2023-08-23,304,2,185.31,370.62,Pending,
30215,659,2023-02-01,305,3,11.77,35.31,Completed,2023-02-01
30216,7258,2024-04-04,130,1,411.88,411.88,Completed,2024-04-06
30217,970,2020-05-17,264,2,217.15,434.30,Completed,2020-05-17
30218,9598,2025-10-07,352,4,107.08,428.32,Completed,2025-10-08
30219,7803,2024-01-20,145,2,414.82,829.64,Completed,2024-01-22
30220,2989,2025-07-09,336,4,167.42,669.68,Completed,2025-07-12
30221,2160,2024-01-25,87,1,259.07,259.07,Completed,2024-01-27
30222,9300,2023-06-30,401,3,209.90,629.70,Completed,2023-07-01
30223,3976,2024-08-26,350,4,436.78,1747.12,Completed,2024-08-28
30224,1603,2021-08-15,37,1,278.45,278.45,Completed,2021-08-15
30225,5249,2024-02-08,68,3,279.87,839.61,Completed,2024-02-11
30226,6652,2020-06-09,101,1,265.05,265.05,Cancelled,
30227,6172,2025-11-27,455,5,152.69,763.45,Pending,
30228,6003,2020-10-21,425,1,431.11,431.11,Completed,2020-10-24
30229,3652,2023-05-23,441,1,429.45,429.45,Cancelled,
30230,8563,2023-01-15,250,4,370.88,1483.52,Completed,2023-01-16
30231,8488,2025-12-02,405,4,82.75,331.00,Cancelled,
30232,8574,2023-01-07,244,3,273.99,821.97,Pending,
30233,8304,2024-07-22,286,3,252.30,756.90,Completed,2024-07-22
30234,2074,2021-10-02,359,1,238.03,238.03,Completed,2021-10-04
30235,8287,2023-08-20,371,1,285.07,285.07,Completed,2023-08-21
30236,3860,2023-11-13,341,3,416.84,1250.52,Completed,2023-11-14
30237,3549,2021-04-01,339,1,399.66,399.66,Completed,2021-04-03
30238,256,2021-01-09,303,2,206.03,412.06,Completed,2021-01-11
30239,1952,2023-05-30,336,5,167.42,837.10,Completed,2023-05-31
30240,5500,2025-12-08,435,5,143.17,715.85,Completed,2025-12-11
30241,5059,2021-06-12,121,3,140.87,422.61,Cancelled,
30242,8833,2021-04-14,337,1,219.60,219.60,Completed,2021-04-17
30243,9415,2021-05-19,324,2,197.74,395.48,Completed,2021-05-21
30244,2848,2021-08-02,278,4,192.52,770.08,Pending,
30245,7631,2022-07-18,143,4,353.54,1414.16,Completed,2022-07-20
30246,2512,2023-01-29,455,2,152.69,305.38,Completed,2023-01-30
30247,1213,2024-04-18,458,5,221.87,1109.35,Completed,2024-04-20
30248,2647,2024-04-04,39,5,308.46,1542.30,Completed,2024-04-04
30249,7362,2024-12-21,238,1,278.69,278.69,Cancelled,
30250,2262,2023-08-20,270,4,11.83,47.32,Completed,2023-08-23
30251,5794,2024-08-07,128,4,7.10,28.40,Cancelled,
30252,3573,2021-07-02,58,1,199.46,199.46,Cancelled,
30253,7321,2020-05-03,250,5,370.88,1854.40,Completed,2020-05-03
30254,8740,2022-07-23,16,2,32.82,65.64,Completed,2022-07-24
30255,5977,2025-03-21,400,2,329.37,658.74,Completed,2025-03-23
30256,6649,2021-10-28,136,1,97.10,97.10,Completed,2021-10-29
30257,6170,2023-06-15,233,5,471.16,2355.80,Cancelled,
30258,2284,2023-07-13,455,3,152.69,458.07,Completed,2023-07-14
30259,3591,2023-11-17,438,3,62.75,188.25,Completed,2023-11-18
30260,768,2025-09-30,276,3,205.70,617.10,Completed,2025-10-01
30261,7860,2025-06-23,417,3,365.07,1095.21,Completed,2025-06-24
30262,2996,2023-01-31,313,3,421.98,1265.94,Completed,2023-02-01
30263,3349,2025-03-04,411,4,105.10,420.40,Pending,
30264,1027,2021-11-13,148,1,39.56,39.56,Pending,
30265,5475,2021-10-09,484,2,144.57,289.14,Completed,2021-10-12
30266,6201,2022-10-12,26,5,66.11,330.55,Cancelled,
30267,5851,2022-08-28,142,5,70.39,351.95,Pending,
30268,8101,2021-11-21,366,5,297.22,1486.10,Cancelled,
30269,1125,2020-06-18,126,3,314.20,942.60,Completed,2020-06-19
30270,4341,2022-03-19,131,2,84.12,168.24,Completed,2022-03-19
30271,3198,2023-05-15,256,1,304.54,304.54,Completed,2023-05-15
30272,3552,2022-09-19,78,1,360.93,360.93,Completed,2022-09-22
30273,6419,2020-04-08,1,5,454.36,2271.80,Completed,2020-04-10
30274,7884,2023-11-26,229,1,126.34,126.34,Completed,2023-11-27
30275,2545,2023-03-19,337,1,219.60,219.60,Completed,2023-03-21
30276,2639,2023-05-04,314,2,323.68,647.36,Completed,2023-05-07
30277,3203,2021-08-02,459,4,460.64,1842.56,Cancelled,
30278,4956,2023-01-17,321,3,242.77,728.31,Completed,2023-01-18
30279,4885,2025-11-24,486,5,176.75,883.75,Cancelled,
30280,9426,2025-06-20,99,5,375.09,1875.45,Cancelled,
30281,3861,2022-06-27,125,2,253.23,506.46,Completed,2022-06-29
30282,3339,2025-05-07,112,3,28.66,85.98,Completed,2025-05-07
30283,9000,2025-03-31,342,4,313.70,1254.80,Cancelled,
30284,3928,2023-06-18,156,2,417.63,835.26,Completed,2023-06-21
30285,9478,2022-01-21,228,1,122.19,122.19,Completed,2022-01-21
30286,2045,2023-09-14,35,1,42.85,42.85,Completed,2023-09-14
30287,6745,2023-10-01,302,2,145.18,290.36,Completed,2023-10-01
30288,8619,2024-02-12,357,4,157.46,629.84,Completed,2024-02-14
30289,8171,2023-10-26,93,1,78.84,78.84,Completed,2023-10-27
30290,368,2023-01-02,181,2,134.17,268.34,Completed,2023-01-04
30291,599,2025-04-22,434,4,339.71,1358.84,Cancelled,
30292,5812,2025-06-24,153,2,418.35,836.70,Cancelled,
30293,1840,2024-11-29,1,4,454.36,1817.44,Completed,2024-11-29
30294,4341,2024-10-19,112,1,28.66,28.66,Cancelled,
30295,9898,2025-05-05,406,4,424.92,1699.68,Completed,2025-05-07
30296,1180,2024-10-23,454,5,127.55,637.75,Completed,2024-10-23
30297,1065,2025-01-28,311,4,282.58,1130.32,Pending,
30298,8212,2020-12-28,71,4,436.42,1745.68,Completed,2020-12-29
30299,7304,2025-02-19,466,2,204.35,408.70,Completed,2025-02-22
30300,7011,2023-06-11,15,2,315.16,630.32,Pending,
