product_id,product_name,category,price,cost,stock_quantity,reorder_level
491,Essential Business Guide 491,Books,372.87,255.89,397,53
492,Essential Cookbook 492,Books,31.88,24.97,207,86
493,Classic Monitor 493,Electronics,254.14,228.70,199,24
494,Premium Water Bottle 494,Sports,451.01,241.70,912,89
495,Classic Data Handbook 495,Books,466.45,383.58,583,46
496,Premium Water Bottle 496,Sports,405.68,403.85,851,27
497,Modern Headphones 497,Electronics,168.89,51.70,756,93
498,Premium Webcam 498,Electronics,299.34,271.16,720,84
499,Modern Cookbook 499,Books,215.18,199.99,129,34
500,Classic Notebook 500,Office,347.87,163.85,758,6
